frame_number,track_id,vehicle_class,x1,y1,x2,y2,centroid_x,centroid_y,confidence
101,245,car,900.51,156.57,934.15,185.68,917.33,171.12,0.3317
101,284,car,863.07,164.04,898.59,198.95,880.83,181.49,0.3514
101,340,motorcycle,903.6,666.62,945.27,715.05,924.44,690.83,0.4255
101,398,car,849.56,275.38,897.22,333.63,873.39,304.5,0.4313
102,4,car,10.98,1000.48,107.69,1078.74,59.34,1039.61,0.8488
102,7,car,238.85,771.39,480.35,1033.63,359.6,902.51,0.9335
102,8,car,223.88,590.94,401.48,738.62,312.68,664.78,0.8721
102,10,car,481.41,537.81,597.26,662.0,539.33,599.9,0.8427
102,11,car,497.58,406.08,592.97,480.11,545.28,443.09,0.8889
102,12,car,633.51,452.7,725.84,543.74,679.67,498.22,0.8691
102,13,car,620.31,317.38,687.8,375.58,654.05,346.48,0.7789
102,22,car,898.12,599.28,967.64,700.91,932.88,650.09,0.4704
102,25,car,776.8,256.26,832.13,304.71,804.46,280.48,0.7259
102,27,motorcycle,1378.52,894.36,1425.17,975.55,1401.84,934.96,0.6993
102,30,car,732.62,232.14,783.73,275.58,758.17,253.86,0.7811
102,51,car,847.65,275.29,897.86,335.05,872.76,305.17,0.4171
102,23,motorcycle,826.64,776.7,878.13,871.35,852.39,824.02,0.7104
102,46,car,634.86,826.96,746.91,988.88,690.88,907.92,0.6502
102,129,car,773.14,197.3,811.71,229.58,792.43,213.44,0.7183
102,123,motorcycle,844.81,463.45,875.19,510.21,860.0,486.83,0.5533
102,65,truck,842.89,187.19,884.56,237.49,863.73,212.34,0.4445
102,261,motorcycle,951.94,236.6,968.85,272.37,960.4,254.49,0.4073
102,264,motorcycle,980.3,263.84,997.2,291.26,988.75,277.55,0.4741
102,118,car,848.09,239.0,898.28,281.44,873.18,260.22,0.7646
102,21,car,1584.73,909.02,1699.65,1036.32,1642.19,972.67,0.5602
102,327,motorcycle,955.86,321.12,978.8,353.76,967.33,337.44,0.4075
102,179,motorcycle,246.66,748.89,314.8,835.5,280.73,792.2,0.3122
102,26,car,767.23,358.66,810.85,414.58,789.04,386.62,0.2878
102,181,car,831.54,140.49,858.87,169.97,845.2,155.23,0.385
102,379,car,885.1,128.95,909.26,155.14,897.18,142.05,0.3576
102,245,car,898.52,157.21,933.35,187.06,915.93,172.14,0.3626
102,284,car,862.96,164.37,898.25,199.3,880.61,181.84,0.2848
102,398,truck,848.26,274.52,897.35,334.58,872.81,304.55,0.5263
103,4,car,12.42,1014.43,94.79,1078.94,53.6,1046.68,0.7686
103,7,car,228.38,780.15,473.98,1047.5,351.18,913.83,0.9368
103,8,car,216.16,595.82,396.39,745.94,306.27,670.88,0.8888
103,10,car,476.39,542.73,593.67,668.42,535.03,605.58,0.8528
103,11,car,493.55,408.44,590.15,483.24,541.85,445.84,0.8903
103,12,car,630.04,456.1,722.91,547.4,676.47,501.75,0.8864
103,13,car,617.51,318.89,685.85,377.73,651.68,348.31,0.813
103,17,car,1340.99,622.74,1411.56,710.0,1376.28,666.37,0.6458
103,22,car,896.19,605.35,967.27,709.44,931.73,657.4,0.8045
103,25,car,776.45,258.09,831.0,306.11,803.73,282.1,0.6882
103,27,motorcycle,1381.35,903.21,1427.07,983.59,1404.21,943.4,0.649
103,30,car,731.88,232.81,783.34,276.71,757.61,254.76,0.7995
103,51,car,847.18,277.09,897.02,336.44,872.1,306.77,0.4025
103,23,motorcycle,825.09,787.59,877.78,884.35,851.44,835.97,0.6733
103,46,car,632.41,836.33,744.38,998.46,688.39,917.39,0.7713
103,129,car,771.1,197.86,810.82,231.06,790.96,214.46,0.7003
103,123,motorcycle,843.24,467.25,873.91,514.63,858.58,490.94,0.6771
103,65,truck,841.68,187.59,883.97,238.65,862.83,213.12,0.3628
103,261,motorcycle,951.66,237.5,968.75,273.73,960.2,255.61,0.4615
103,264,motorcycle,979.8,263.71,997.57,292.47,988.68,278.09,0.5291
103,118,car,847.0,240.36,897.56,283.18,872.28,261.77,0.6858
103,21,car,1585.55,909.76,1703.5,1039.72,1644.53,974.74,0.6027
103,327,motorcycle,955.11,321.11,979.16,355.72,967.14,338.41,0.4399
103,179,motorcycle,229.82,760.21,298.3,849.22,264.06,804.71,0.3763
103,26,car,766.19,360.93,810.57,417.45,788.38,389.19,0.3563
103,181,car,830.74,140.39,858.68,170.55,844.71,155.47,0.337
103,379,car,884.68,128.77,909.39,155.44,897.04,142.11,0.3041
103,245,car,898.01,157.99,932.52,187.37,915.26,172.68,0.3401
103,284,car,862.91,165.37,898.01,200.23,880.46,182.8,0.3715
103,398,truck,847.93,276.65,896.51,336.05,872.22,306.35,0.4203
103,367,motorcycle,815.18,312.18,841.75,359.28,828.46,335.73,0.2917
103,340,motorcycle,903.24,682.05,943.59,730.72,923.42,706.38,0.4564
104,4,car,11.91,1029.66,77.85,1079.4,44.88,1054.53,0.6229
104,7,car,218.4,789.45,468.09,1061.79,343.25,925.62,0.8337
104,8,car,210.14,600.96,391.17,751.87,300.65,676.41,0.8974
104,10,car,471.07,547.39,590.09,674.85,530.58,611.12,0.8632
104,11,car,490.46,412.48,587.21,487.26,538.84,449.87,0.8759
104,12,car,627.4,458.82,721.49,551.31,674.44,505.06,0.8849
104,13,car,614.89,320.43,683.81,379.66,649.35,350.05,0.8435
104,17,car,1341.64,622.86,1411.71,709.76,1376.67,666.31,0.6663
104,22,car,894.76,611.74,966.86,717.57,930.81,664.66,0.7828
104,25,car,775.4,259.05,829.99,307.25,802.7,283.15,0.6442
104,27,motorcycle,1384.41,908.39,1430.74,989.81,1407.57,949.1,0.6722
104,30,car,731.22,233.57,782.72,277.6,756.97,255.58,0.8005
104,51,car,845.99,278.42,896.03,337.94,871.01,308.18,0.2696
104,23,motorcycle,823.76,798.64,877.49,897.41,850.62,848.02,0.7213
104,46,car,628.49,845.66,743.64,1013.16,686.06,929.41,0.6957
104,129,car,769.7,198.61,809.49,231.89,789.59,215.25,0.7363
104,123,motorcycle,842.7,473.46,872.65,519.71,857.67,496.58,0.6129
104,65,car,840.39,188.22,883.08,239.62,861.74,213.92,0.3685
104,261,motorcycle,951.54,238.2,968.87,275.06,960.2,256.63,0.4656
104,264,motorcycle,979.62,264.47,997.76,293.72,988.69,279.09,0.536
104,118,car,846.16,241.56,896.45,284.19,871.3,262.88,0.6835
104,21,car,1586.55,910.28,1708.44,1043.97,1647.49,977.13,0.5996
104,327,motorcycle,954.92,322.56,979.33,358.24,967.13,340.4,0.4331
104,179,motorcycle,217.34,763.01,295.63,863.85,256.48,813.43,0.6393
104,26,car,765.51,363.24,810.18,419.64,787.84,391.44,0.414
104,181,car,830.11,140.42,858.7,171.25,844.41,155.83,0.3591
104,379,car,884.37,128.87,909.45,155.82,896.91,142.34,0.2911
104,245,car,897.98,158.77,931.96,187.57,914.97,173.17,0.3569
104,284,car,862.32,165.2,897.64,200.5,879.98,182.85,0.4265
104,398,truck,846.41,277.47,895.62,337.58,871.01,307.52,0.411
104,367,motorcycle,815.43,314.8,841.86,361.78,828.65,338.29,0.3776
104,340,motorcycle,904.16,690.89,943.03,739.57,923.59,715.23,0.4149
105,7,car,208.65,798.75,460.81,1074.17,334.73,936.46,0.874
105,8,car,202.23,605.68,385.52,758.8,293.88,682.24,0.8998
105,10,car,466.31,552.39,586.8,681.47,526.56,616.93,0.8631
105,11,car,486.33,414.61,584.85,490.8,535.59,452.7,0.8757
105,12,car,624.58,461.85,719.66,555.34,672.12,508.59,0.8899
105,13,car,612.61,322.58,681.76,381.9,647.18,352.24,0.8503
105,17,car,1342.63,623.25,1411.81,709.03,1377.22,666.14,0.6781
105,22,car,892.96,617.9,966.94,726.75,929.95,672.33,0.6154
105,25,car,773.45,260.07,828.73,308.93,801.09,284.5,0.5986
105,27,motorcycle,1386.43,914.14,1432.92,996.46,1409.68,955.3,0.6279
105,30,car,730.69,235.29,781.18,278.33,755.93,256.81,0.7866
105,51,car,844.61,279.59,895.5,340.1,870.05,309.85,0.3878
105,23,motorcycle,823.13,812.34,876.64,910.5,849.89,861.42,0.6431
105,46,car,625.28,855.16,741.36,1024.39,683.32,939.77,0.5335
105,129,car,769.05,199.75,808.79,232.96,788.92,216.35,0.7612
105,123,motorcycle,841.34,477.12,871.76,524.38,856.55,500.75,0.5421
105,65,car,839.86,189.69,882.53,240.97,861.2,215.33,0.3555
105,261,motorcycle,951.21,239.53,968.71,276.68,959.96,258.11,0.4843
105,264,motorcycle,978.79,263.83,998.41,295.71,988.6,279.77,0.4631
105,118,car,845.64,242.76,895.2,284.7,870.42,263.73,0.7676
105,21,car,1588.02,911.74,1710.24,1044.87,1649.13,978.31,0.6093
105,327,motorcycle,954.72,324.88,978.68,360.31,966.7,342.6,0.5011
105,179,motorcycle,201.2,770.49,285.37,878.5,243.28,824.5,0.6654
105,181,car,829.95,141.55,858.09,171.73,844.02,156.64,0.3954
105,379,car,884.72,130.07,908.67,155.56,896.7,142.82,0.4212
105,245,car,897.85,159.38,931.53,187.81,914.69,173.6,0.4788
105,284,car,862.12,165.64,896.5,200.1,879.31,182.87,0.4106
105,398,truck,844.63,278.62,894.85,339.9,869.74,309.26,0.4405
105,367,motorcycle,814.78,316.34,841.89,364.87,828.33,340.61,0.2603
105,415,truck,839.01,189.79,883.57,241.22,861.29,215.5,0.3311
106,7,car,201.04,808.27,450.76,1079.64,325.9,943.95,0.9131
106,8,car,194.3,610.69,380.72,766.88,287.51,688.79,0.9037
106,10,car,460.68,556.84,583.0,687.83,521.84,622.33,0.8433
106,11,car,482.32,417.47,581.48,493.98,531.9,455.73,0.8801
106,12,car,622.06,464.82,717.96,559.29,670.01,512.05,0.8774
106,13,car,610.35,324.36,679.95,384.08,645.15,354.22,0.8523
106,17,car,1342.73,623.46,1412.36,709.87,1377.55,666.67,0.6796
106,22,car,890.99,624.0,966.92,736.27,928.95,680.13,0.7602
106,25,car,768.75,260.3,826.3,310.85,797.53,285.58,0.4687
106,27,motorcycle,1388.65,920.0,1436.05,1003.9,1412.35,961.95,0.6677
106,30,car,729.17,236.26,779.57,279.12,754.37,257.69,0.7824
106,51,truck,843.83,280.96,895.1,342.28,869.46,311.62,0.3965
106,23,motorcycle,820.85,824.44,875.77,925.32,848.31,874.88,0.6418
106,46,car,620.7,864.36,739.7,1038.88,680.2,951.62,0.4649
106,129,car,768.35,200.88,808.02,233.98,788.19,217.43,0.7501
106,123,motorcycle,840.54,483.3,870.05,529.19,855.3,506.25,0.6442
106,65,car,839.64,191.89,882.04,242.7,860.84,217.29,0.3084
106,261,motorcycle,950.86,241.04,968.4,278.22,959.63,259.63,0.5012
106,264,motorcycle,979.5,268.56,997.57,297.72,988.54,283.14,0.4491
106,118,car,844.51,244.05,894.28,286.03,869.4,265.04,0.738
106,21,car,1588.7,912.87,1711.41,1045.62,1650.06,979.24,0.6047
106,327,motorcycle,954.16,326.29,978.24,362.45,966.2,344.37,0.4803
106,179,motorcycle,184.85,784.51,270.39,892.71,227.62,838.61,0.612
106,181,car,829.46,142.18,857.59,172.22,843.52,157.2,0.4214
106,379,car,884.25,130.72,908.01,155.79,896.13,143.26,0.3957
106,245,car,898.04,159.73,931.56,188.01,914.8,173.87,0.4895
106,284,car,862.15,167.02,895.85,200.88,879.0,183.95,0.4295
106,398,car,844.22,280.73,894.36,341.99,869.29,311.36,0.3629
106,367,motorcycle,814.84,322.15,840.7,368.45,827.77,345.3,0.3655
106,415,truck,839.12,191.82,883.06,242.52,861.09,217.17,0.3174
106,26,car,763.03,366.92,808.53,424.0,785.78,395.46,0.3251
106,340,motorcycle,902.87,705.86,941.56,756.5,922.21,731.18,0.3721
107,7,car,192.2,816.6,438.79,1080.0,315.5,948.3,0.9541
107,8,car,186.61,615.63,374.97,773.79,280.79,694.71,0.8871
107,10,car,455.54,561.89,579.0,694.13,517.27,628.01,0.8438
107,11,car,477.5,418.79,579.76,497.91,528.63,458.35,0.8764
107,12,car,618.99,467.78,716.15,563.71,667.57,515.74,0.8698
107,13,car,607.88,325.78,678.41,386.27,643.14,356.02,0.8739
107,17,car,1342.38,623.56,1412.58,710.86,1377.48,667.21,0.6619
107,22,car,889.42,630.99,966.37,745.23,927.9,688.11,0.7602
107,25,car,766.71,260.86,825.43,312.52,796.07,286.69,0.5384
107,27,motorcycle,1392.08,926.27,1439.93,1011.06,1416.0,968.66,0.6882
107,30,car,727.58,236.93,778.65,280.38,753.12,258.66,0.7864
107,51,car,842.73,281.18,894.96,343.85,868.84,312.51,0.4205
107,23,motorcycle,819.42,839.6,873.8,939.14,846.61,889.37,0.6613
107,46,car,617.51,874.66,737.26,1051.02,677.39,962.84,0.7168
107,129,car,767.97,201.47,807.58,234.52,787.77,218.0,0.7699
107,123,motorcycle,839.43,487.38,869.32,533.88,854.37,510.63,0.6607
107,261,motorcycle,950.61,242.77,967.91,279.53,959.26,261.15,0.4983
107,264,motorcycle,979.86,271.81,997.0,299.22,988.43,285.52,0.5266
107,118,car,843.56,245.51,893.93,287.88,868.74,266.7,0.7615
107,21,car,1589.01,913.3,1711.45,1044.8,1650.23,979.05,0.4847
107,327,motorcycle,953.86,327.64,978.2,364.72,966.03,346.18,0.485
107,179,motorcycle,163.55,794.91,254.2,908.48,208.87,851.69,0.806
107,181,car,828.7,142.74,856.89,172.78,842.8,157.76,0.4119
107,379,car,884.1,131.26,907.46,155.66,895.78,143.46,0.4016
107,245,car,897.97,160.11,931.12,188.03,914.55,174.07,0.4596
107,284,car,861.87,167.47,895.51,201.36,878.69,184.42,0.379
107,398,truck,843.31,281.19,894.37,343.65,868.84,312.42,0.3643
107,367,motorcycle,814.07,323.64,840.48,371.34,827.28,347.49,0.3548
107,423,truck,1585.5,911.76,1714.14,1044.62,1649.82,978.19,0.3135
107,26,car,762.03,369.47,807.79,426.36,784.91,397.92,0.3338
107,194,truck,1186.9,244.55,1220.83,298.12,1203.86,271.34,0.2589
107,107,car,912.11,279.49,946.29,325.42,929.2,302.46,0.2526
108,7,car,187.94,827.62,427.46,1080.0,307.7,953.81,0.8783
108,8,car,178.94,621.29,369.04,781.08,273.99,701.18,0.8966
108,10,car,449.72,566.94,574.32,700.34,512.02,633.64,0.8586
108,11,car,472.95,420.93,577.23,501.91,525.09,461.42,0.8756
108,12,car,615.6,470.12,713.88,567.32,664.74,518.72,0.8795
108,13,car,605.5,327.73,676.52,388.57,641.01,358.15,0.8443
108,17,car,1341.78,623.71,1413.12,712.87,1377.45,668.29,0.6382
108,22,car,888.31,638.0,966.16,753.98,927.23,695.99,0.6912
108,25,car,765.94,262.72,824.12,313.83,795.03,288.28,0.5308
108,27,motorcycle,1396.04,931.22,1444.82,1017.65,1420.43,974.44,0.5665
108,30,car,726.11,237.62,777.6,281.43,751.86,259.53,0.784
108,51,truck,842.11,282.95,894.14,345.63,868.13,314.29,0.3611
108,23,motorcycle,818.68,853.26,873.49,953.36,846.08,903.31,0.7622
108,46,car,614.42,885.13,735.41,1063.59,674.91,974.36,0.7827
108,129,car,767.13,202.17,806.81,235.23,786.97,218.7,0.7687
108,123,motorcycle,838.0,491.29,868.34,538.57,853.17,514.93,0.6429
108,261,motorcycle,950.09,243.41,967.6,280.66,958.84,262.03,0.4021
108,264,motorcycle,979.8,274.08,996.55,300.63,988.18,287.35,0.5093
108,118,car,841.89,246.24,893.6,289.72,867.74,267.98,0.7763
108,21,truck,1588.74,913.03,1712.03,1044.66,1650.39,978.85,0.2572
108,327,motorcycle,954.07,330.54,977.78,367.02,965.93,348.78,0.4834
108,179,motorcycle,142.53,804.7,238.74,924.74,190.63,864.72,0.7966
108,181,car,828.22,143.16,856.35,173.14,842.29,158.15,0.4201
108,379,car,883.3,131.22,907.09,155.89,895.19,143.55,0.4956
108,245,car,896.98,160.62,930.07,188.38,913.52,174.5,0.482
108,284,car,861.42,167.69,894.27,200.78,877.85,184.24,0.3733
108,398,car,842.3,282.25,894.05,345.7,868.18,313.98,0.4578
108,367,motorcycle,813.57,325.8,840.25,374.48,826.91,350.14,0.3565
108,423,car,1585.72,912.83,1713.33,1044.58,1649.52,978.71,0.5128
108,425,car,909.7,181.18,934.78,212.26,922.24,196.72,0.3155
108,107,car,911.14,279.39,946.09,326.13,928.61,302.76,0.5322
108,65,truck,838.22,192.81,881.14,244.0,859.68,218.41,0.3473
109,7,car,183.27,837.33,416.77,1080.0,300.02,958.66,0.909
109,8,car,170.96,626.56,363.0,788.29,266.98,707.42,0.925
109,10,car,444.5,572.06,570.69,707.05,507.6,639.56,0.8503
109,11,car,469.58,424.93,572.65,504.73,521.11,464.83,0.8644
109,12,car,612.95,472.64,712.12,570.94,662.54,521.79,0.8651
109,13,car,603.02,330.29,673.83,390.73,638.43,360.51,0.8538
109,17,car,1341.87,623.8,1414.3,714.87,1378.08,669.34,0.6622
109,22,car,887.88,645.55,965.93,762.18,926.91,703.86,0.7066
109,25,car,766.04,264.5,823.86,315.07,794.95,289.78,0.7637
109,27,motorcycle,1406.34,945.45,1449.96,1024.44,1428.15,984.94,0.455
109,30,car,724.47,238.23,776.6,282.58,750.53,260.4,0.7593
109,51,car,841.83,284.2,893.54,346.72,867.68,315.46,0.4733
109,23,motorcycle,817.13,866.03,873.01,968.06,845.07,917.05,0.6179
109,46,car,611.38,895.95,732.8,1075.25,672.09,985.6,0.7957
109,129,car,766.12,203.15,805.8,236.1,785.96,219.63,0.7746
109,123,motorcycle,836.59,495.1,867.53,543.41,852.06,519.26,0.6541
109,261,motorcycle,949.6,243.7,967.45,281.79,958.52,262.74,0.2759
109,264,motorcycle,979.66,275.55,996.37,301.81,988.02,288.68,0.4143
109,118,car,840.62,247.1,893.53,291.62,867.07,269.36,0.7459
109,327,motorcycle,954.49,334.7,976.92,369.43,965.7,352.06,0.4497
109,179,motorcycle,123.34,821.45,220.39,941.49,171.87,881.47,0.7626
109,181,car,827.88,143.67,855.98,173.6,841.93,158.63,0.4065
109,379,car,883.06,131.5,907.38,156.57,895.22,144.03,0.459
109,245,car,896.87,161.16,929.6,188.57,913.23,174.87,0.4234
109,284,car,860.73,168.82,893.72,201.95,877.22,185.38,0.4067
109,398,truck,842.41,284.32,893.29,346.86,867.85,315.59,0.3509
109,425,car,910.09,181.63,934.97,212.48,922.53,197.05,0.295
109,107,car,910.13,280.41,945.89,327.9,928.01,304.16,0.4265
109,430,motorcycle,948.34,203.18,963.5,231.58,955.92,217.38,0.3571
109,65,truck,838.06,193.01,881.04,244.13,859.55,218.57,0.405
110,7,car,178.03,847.16,406.65,1080.0,292.34,963.58,0.8781
110,8,car,162.91,632.35,356.77,795.7,259.84,714.03,0.8949
110,10,car,438.84,577.53,567.11,714.63,502.97,646.08,0.8295
110,11,car,465.45,428.09,569.88,508.97,517.67,468.53,0.8793
110,12,car,610.52,476.39,710.0,575.14,660.26,525.76,0.8625
110,13,car,600.84,331.8,671.92,392.35,636.38,362.07,0.8421
110,17,car,1341.51,623.81,1414.83,716.64,1378.17,670.22,0.6674
110,22,car,885.44,652.57,965.29,772.63,925.36,712.6,0.8086
110,25,car,764.71,266.31,822.29,316.39,793.5,291.35,0.5894
110,27,motorcycle,1405.64,950.5,1450.4,1031.4,1428.02,990.95,0.4222
110,30,car,723.27,239.89,775.11,283.92,749.19,261.91,0.7814
110,51,truck,841.13,285.69,892.88,348.6,867.01,317.15,0.3968
110,23,motorcycle,814.4,878.8,872.24,984.33,843.32,931.56,0.6286
110,46,car,609.97,906.34,729.25,1080.0,669.61,993.17,0.7329
110,129,car,765.23,204.46,804.33,236.77,784.78,220.62,0.7612
110,123,motorcycle,835.18,500.14,866.05,548.49,850.62,524.32,0.5275
110,261,motorcycle,949.06,244.23,967.3,283.36,958.18,263.79,0.3347
110,264,motorcycle,979.29,276.61,996.12,302.9,987.7,289.75,0.4271
110,118,car,839.72,248.32,892.8,292.99,866.26,270.65,0.7462
110,327,motorcycle,954.25,337.43,976.41,372.04,965.33,354.73,0.4367
110,179,motorcycle,101.89,834.75,202.99,959.39,152.44,897.07,0.8405
110,181,car,827.72,144.31,855.61,174.03,841.67,159.17,0.3325
110,379,car,882.55,131.58,907.21,156.97,894.88,144.27,0.3185
110,245,car,896.56,161.62,929.03,188.69,912.8,175.16,0.4262
110,284,car,860.17,169.79,893.3,202.97,876.73,186.38,0.3314
110,398,car,841.38,285.7,892.55,348.71,866.97,317.2,0.3898
110,425,car,909.77,181.73,934.88,212.88,922.32,197.3,0.2822
110,107,car,909.45,281.63,945.67,329.52,927.56,305.58,0.4581
110,430,motorcycle,947.42,203.38,962.98,232.51,955.2,217.94,0.3562
110,65,truck,837.89,193.79,880.59,244.58,859.24,219.18,0.4886
110,432,motorcycle,903.53,743.33,932.22,792.62,917.87,767.97,0.4405
110,21,car,1588.4,914.5,1714.46,1048.55,1651.43,981.53,0.5295
110,367,motorcycle,813.73,333.66,839.49,380.81,826.61,357.23,0.315
111,7,car,174.59,858.17,396.99,1079.9,285.79,969.03,0.9035
111,8,car,154.9,638.21,350.47,803.01,252.69,720.61,0.8507
111,10,car,432.57,582.33,562.99,721.79,497.78,652.06,0.8741
111,11,car,461.24,430.41,567.59,512.94,514.42,471.68,0.8813
111,12,car,607.72,480.07,707.67,579.45,657.7,529.76,0.8576
111,13,car,597.34,333.16,669.82,394.97,633.58,364.07,0.8502
111,17,car,1341.88,623.88,1414.94,716.86,1378.41,670.37,0.7006
111,22,car,883.95,659.16,964.58,781.06,924.26,720.11,0.7681
111,25,car,763.97,268.48,821.04,317.84,792.5,293.16,0.6861
111,30,car,722.61,241.22,774.09,284.87,748.35,263.05,0.7954
111,51,car,840.41,287.19,892.39,350.6,866.4,318.89,0.3738
111,23,motorcycle,812.35,892.24,871.41,1000.34,841.88,946.29,0.6685
111,46,car,609.01,917.09,723.68,1080.0,666.34,998.54,0.561
111,129,car,763.04,204.23,803.84,238.03,783.44,221.13,0.7708
111,123,motorcycle,832.61,503.12,864.78,553.89,848.69,528.51,0.5614
111,261,motorcycle,949.01,245.39,967.17,284.46,958.09,264.92,0.2872
111,264,motorcycle,978.35,276.02,996.58,304.56,987.46,290.29,0.4326
111,118,car,838.78,249.84,892.37,294.96,865.57,272.4,0.7624
111,327,motorcycle,953.98,338.76,976.52,374.37,965.25,356.57,0.4284
111,179,motorcycle,78.3,846.46,184.7,977.27,131.5,911.87,0.8216
111,181,car,827.53,144.99,855.2,174.47,841.37,159.73,0.3668
111,379,car,882.08,131.58,907.23,157.46,894.66,144.52,0.4921
111,245,car,896.73,161.9,929.45,189.1,913.09,175.5,0.4419
111,284,car,859.71,170.3,892.69,203.11,876.2,186.71,0.4464
111,398,truck,840.64,287.01,892.15,350.65,866.4,318.83,0.4158
111,425,car,909.98,182.69,934.85,213.54,922.42,198.11,0.2535
111,107,car,908.79,283.21,945.09,330.8,926.94,307.0,0.4353
111,430,motorcycle,947.01,203.7,962.87,233.45,954.94,218.57,0.3074
111,65,truck,836.94,195.02,879.81,246.02,858.37,220.52,0.434
111,21,car,1587.15,914.41,1715.37,1050.91,1651.26,982.66,0.4397
111,367,motorcycle,814.62,339.39,838.79,383.64,826.71,361.52,0.303
111,194,truck,1187.33,244.19,1221.07,298.31,1204.2,271.25,0.2753
112,7,car,172.61,869.13,388.47,1079.3,280.54,974.22,0.8876
112,8,car,146.03,643.73,345.38,811.85,245.71,727.79,0.9078
112,10,car,426.38,587.62,558.87,729.36,492.63,658.49,0.8448
112,11,car,457.05,433.43,563.54,516.03,510.3,474.73,0.8796
112,12,car,604.91,483.48,705.19,583.21,655.05,533.35,0.8789
112,13,car,594.99,335.31,667.61,397.2,631.3,366.25,0.8389
112,17,car,1342.05,624.04,1414.74,717.01,1378.39,670.52,0.7261
112,22,car,883.06,667.67,963.97,790.84,923.51,729.25,0.8107
112,25,car,763.49,269.9,820.48,319.13,791.99,294.51,0.6578
112,30,car,721.75,242.26,773.06,285.71,747.41,263.98,0.7893
112,51,car,838.76,289.39,891.06,353.12,864.91,321.25,0.4677
112,23,motorcycle,809.41,906.34,870.3,1017.86,839.86,962.1,0.6351
112,46,car,608.07,928.44,717.07,1080.0,662.57,1004.22,0.7644
112,129,car,761.76,204.83,802.9,239.01,782.33,221.92,0.7709
112,123,motorcycle,831.22,508.29,863.33,558.99,847.28,533.64,0.5422
112,264,motorcycle,977.56,276.32,996.61,306.18,987.08,291.25,0.4448
112,118,car,838.06,251.26,891.32,295.98,864.69,273.62,0.7175
112,327,motorcycle,951.79,333.88,978.65,377.52,965.22,355.7,0.4165
112,179,motorcycle,54.68,860.58,164.98,995.87,109.83,928.23,0.8589
112,181,car,826.58,144.82,854.78,174.74,840.68,159.78,0.3996
112,245,car,896.55,162.01,929.5,189.32,913.03,175.66,0.4726
112,284,car,859.59,172.19,891.35,203.31,875.47,187.75,0.4744
112,107,car,907.95,284.37,944.51,332.09,926.23,308.23,0.4559
112,430,motorcycle,946.01,203.71,962.58,234.8,954.3,219.26,0.3568
112,65,truck,836.0,195.38,879.59,247.27,857.8,221.33,0.4356
112,21,car,1585.95,915.06,1715.74,1053.8,1650.84,984.43,0.4049
112,367,motorcycle,814.14,340.92,838.83,386.25,826.49,363.58,0.3517
112,438,car,836.52,194.4,880.18,246.95,858.35,220.68,0.3693
112,439,motorcycle,904.87,767.77,927.05,812.39,915.96,790.08,0.5204
112,441,car,916.25,100.64,936.24,120.74,926.25,110.69,0.3335
112,27,motorcycle,1410.69,961.36,1457.09,1045.2,1433.89,1003.28,0.6108
113,7,car,170.08,880.33,379.84,1079.09,274.96,979.71,0.8541
113,8,car,136.9,648.26,339.64,819.54,238.27,733.9,0.9213
113,10,car,420.79,593.72,554.42,736.63,487.6,665.18,0.8624
113,11,car,453.05,436.56,560.19,519.62,506.62,478.09,0.8933
113,12,car,601.76,486.48,702.82,586.97,652.29,536.73,0.8859
113,13,car,592.31,337.02,665.59,399.37,628.95,368.2,0.8411
113,17,car,1342.55,624.12,1414.44,716.39,1378.49,670.25,0.7334
113,22,car,881.26,675.71,962.79,800.58,922.02,738.14,0.8044
113,25,car,762.46,271.29,819.73,320.83,791.1,296.06,0.6171
113,30,car,720.39,243.08,771.83,286.49,746.11,264.78,0.7793
113,31,car,1292.3,498.96,1350.63,567.9,1321.47,533.43,0.4644
113,51,car,837.99,291.59,889.95,354.81,863.97,323.2,0.402
113,23,motorcycle,806.51,923.92,866.66,1035.38,836.58,979.65,0.4939
113,46,car,607.72,940.85,710.64,1080.0,659.18,1010.43,0.6186
113,129,car,761.25,205.26,802.3,239.46,781.78,222.36,0.7785
113,123,motorcycle,830.03,513.19,862.3,564.53,846.16,538.86,0.4752
113,264,motorcycle,976.54,274.45,997.56,307.74,987.05,291.09,0.4913
113,118,car,836.9,252.3,890.85,297.64,863.87,274.97,0.6906
113,327,motorcycle,952.29,338.84,977.35,380.13,964.82,359.48,0.3629
113,179,motorcycle,30.32,875.79,144.27,1015.38,87.3,945.58,0.83
113,181,car,825.58,144.83,854.1,175.01,839.84,159.92,0.4488
113,245,car,894.72,161.97,929.03,190.24,911.88,176.1,0.4695
113,284,car,859.5,173.41,890.8,203.67,875.15,188.54,0.4616
113,107,car,907.69,285.49,944.15,332.91,925.92,309.2,0.4829
113,430,motorcycle,945.76,204.81,962.31,235.88,954.04,220.34,0.3474
113,65,truck,835.19,196.12,878.74,248.04,856.97,222.08,0.4295
113,21,truck,1586.42,916.0,1713.48,1052.18,1649.95,984.09,0.337
113,438,car,835.96,195.26,879.39,247.54,857.67,221.4,0.3303
113,441,car,915.84,100.23,936.26,120.77,926.05,110.5,0.3857
113,27,motorcycle,1411.14,968.71,1458.02,1053.91,1434.58,1011.31,0.5458
113,26,car,753.39,384.38,803.35,446.37,778.37,415.38,0.2978
113,194,truck,1187.47,243.53,1221.23,298.43,1204.35,270.98,0.2761
114,7,car,164.69,892.11,368.03,1078.59,266.36,985.35,0.8474
